PWSID,FacilityID,SamplePointID,HAA.Group,BCAA,BDCAA,DBCAA,DBAA,DCAA,MBAA,MCAA,TBAA,TCAA
AZ0409003,1,MRT02A,HAA5,0.5075,0,0,0.407,0.5895,0,0,0,0
AZ0409004,1,MRT01A,HAA5,0.4785,0,0,0.179,0.6045,0,0,0,0
AZ0409023,14213,DS001,HAA5,0.905,0.775,0.64,0.97,0.385,0,0,0,0
AZ0409026,1,DS1,HAA5,0,0,0,0.1875,0,0,0,0,0
AZ0409308,13719,DS001,HAA5,0,0,0,0,0,0,0,0,0
AZ0410004,10004,DS002,HAA5,0.478,0,0,0.884,0.285,0,0,0,0
AZ0410041,99001,02A,HAA5,1.165,0,0.3655,1.955,0.798,0.4285,0,0,0
AZ0410051,10051,01A,HAA5,0,0,0,0.8195,0,0,0,0,0
AZ0410076,4,RTCR004,HAA5,0.47,0,0.19,0.545,0.395,0,0,1.25,0
AZ0410112,18006,DSMRT860,HAA5,1.18,1.05,0.97,0.875,2.15,0,0,1.15,1.15
AZ0410164,99001,01A,HAA5,0.585,0,0.1525,0.746,0.1395,0,0,0,0
AZ0410312,12535,MR001,HAA5,0.346,0,0,0.6465,0.28,0,0,0,0
AZ0411004,1,MRT002,HAA5,2.24,0,0.199,2.41,1.61,0.192,0,0,0
AZ0411009,2,MRT03A,HAA5,0.9175,0,0.4515,3.945,0.1075,0.613,0,0,0
AZ0411012,15194,DS001,HAA5,0.29,0,0,0.65,0.41,0,0,0,0
AZ0411017,11017,03A,HAA5,0.929,0,0.486,2.12,0.522,0.2805,0,0,0
AZ0411039,3910,03A,HAA5,7.49,3.726666667,2.136666667,5.003333333,7.626666667,1.366666667,0,0,3.976666667
AZ0411117,99001,01A,HAA5,1.33,0.4775,0.966,1.69,0.6805,0,0,0,0
AZ0411128,99001,DS01A,HAA5,0,0,0,1.005,0.119,0,0,0,0
AZ0411131,94003,01A,HAA5,1.04,0.7,0.43,2.36,0.12,1.18,0,1.35,0
AZ0412004,4,04A,HAA5,0.622,0,0.463,1.3965,0.1395,0,0,0,0
AZ0412011,17028,WP28,HAA5,0.8,0,0.315,1.22,0.735,0,0,0,0
AZ0412037,12976,DS001,HAA5,0.59,0,0.42,0.94,0.29,0,0,0,0
AZ0413025,16635,01A,HAA5,0.575,0,0.17,0.86,0.28,0,0,0,0
AZ0413045,21507,01A,HAA5,0.3715,0,0,0.7255,0,0,0,0,0
AZ0413048,19155,01A,HAA5,0.4,0,0,0.905,0.285,0.175,1.9,0,0
AZ0413106,14101,DS001,HAA5,0,0,0,0.55,0,0,0,0,0
AZ0414004,14004,01B,HAA5,8.6,6.033333333,2.533333333,3.3,12.23333333,1.566666667,0.7,1.466666667,9.2
AZ0414005,20003,03A,HAA5,3.35,2.35,3.5,5.9,1.45,0.76,0,4.5,0.625
AZ0414015,30001,02A,HAA5,2.2,0.42,1.25,3.65,0.7,0,0,2.1,0.69
AZ0414024,14024,01A,HAA5,6.55,2.775,3.15,4.975,5.9,0.105,0,2.075,2.475
AZ0420423,14553,MR001,HAA5,0.1675,0,0,0.8615,0.123,0,0,0,0
AZ0420549,15,GP18ATC01,HAA5,0.735,0,0.163,0.404,0.8845,0,0,0,0
CA0110001,99001,110001806,HAA5,0.58,0.135,0.14,0.3,14.325,0,0.55,0.5,9.7425
CA0110003,99013,110003990,HAA5,4.75,3.025,2.0775,2.6025,6.15,0.275,0,0.525,3.325
CA0110005,99995,DBP16,HAA5,4.015,2.83,0.40325,0.304,32.375,0,0.65,0,16.475
CA0110006,11,17,HAA5,0.8775,0.325,0.075,0,21.25,0,1.75,0,10.55
CA0110008,6,110008801,HAA5,5,1.6775,1.85,4.3,3.275,1.375,0,2.15,1.3875
CA0110009,4,801,HAA5,2.6,1.64,1.45,1.9975,2.7,0.095,0,1.725,1.2
CA0110011,2,110011802,HAA5,6.13,3.796666667,3.473333333,5.62,4.523333333,0.650666667,0,0,1.99
CA0310020,30001,DS1,HAA5,0.3,0,0,0,6.675,0,0,0,6.05
CA0400070,90001,DS001,HAA5,0.325,0,0,0,0.39,0,0,0,0
CA0410002,99986,410003002,HAA5,0.15,0,0,0,0.19,0,0,0,0
CA0410006,91803,410006013,HAA5,0.5175,0.715,0,0,7.675,0,0,0,11.125
CA0410007,2,DS01,HAA5,1.275,0.9225,0,0,9.125,0,0,0,14.5
CA0410011,99001,410011991,HAA5,0.555,0.755,0,0,5.7,0,0,0,6.75
CA0510001,30001,DS2,HAA5,0.0975,0.465,0,0,3.425,0,0,0,19.75
CA0510006,3,510006005,HAA5,2.25,3.25,0.445,0,16.5,0,0.65,0,17
CA0510016,3,510016003,HAA5,0.35,0.6175,0,0,16.5,0,3.25,0,23.75
CA0610002,30001,DS1,HAA5,0,0,0,0,0,0,0,0,0
CA0710001,91800,710001801,HAA5,2.557,1.36,0.856666667,1.256666667,3.943333333,0,0,0,0.67
CA0710002,91805,710002806,HAA5,2.8,0.52,0.415,1.35,5.6,0,0,0,0.33
CA0710003,11003,710003808,HAA5,3.4425,1.37975,1.11175,2.53,3.8325,0.3815,0.525,0,0.93125
CA0710004,99001,0710004S17,HAA5,2.125,0.8225,0.835,0.99,4.175,0,0,0.85,0.72
CA0710006,3,710006804,HAA5,1.2375,0,0.19,1.475,1.2475,0,0,0,0
CA0710007,1,710007001,HAA5,2.8,0.87625,0.74625,2.8925,2.16375,0.1875,0,0,0.5095
CA0710008,99995,710008808,HAA5,3.575,0.855,0.9,2.6,3.725,0,0,0.575,0.545
CA0710009,802,710009802,HAA5,1.7,1.45,2.9,5.75,0.395,0.825,0,11,1.24
CA0810001,91803,DS01,HAA5,1.3,1.15,0,0,5.55,0,0,0,8.7
CA0910001,91826,910001826,HAA5,0.33,0.92,0,0,8.95,0,1.2,0,29
CA0910002,99010,DBP10,HAA5,0.235,0.265,0.26,0.31,0,0,0,1.05,0
CA1010003,91851,1010003851,HAA5,1.255,0.5825,0.2025,0.4375,8.725,0,0,0,5.2
CA1010004,91803,1010004902,HAA5,5.9,3.55,2.3725,3.575,4.75,0.32,0.55,0.65,2.615
CA1010007,91675,1010007675,HAA5,0.525,0.1325,0,0,2.9175,0,0,0,1.625
CA1010018,30,1010018901,HAA5,0,0,0,0,0,0,0,0,0
CA1010021,2,DS01,HAA5,1,0.72,1.6,4.5,0.28,0.535,0,7.1,0
CA1010024,99003,1010024999,HAA5,0,0,0,0,0.4,0,0,0,0
CA1010025,99001,DS002,HAA5,0,0,0,0.575,0,0,0,0,0
CA1010027,91903,1010027903,HAA5,0,0,0,0,0,0,0,0,0
CA1010029,2,DS002,HAA5,0.39,0,0.745,0.77,0,0,0,1.05,0.375
CA1010034,30001,DS1,HAA5,0.915,0.32,0.805,2.6,0.395,0,0,1.25,0
CA1010339,91811,DS1,HAA5,0,0,0,0,0,0,0,0,0
CA1210001,99003,1210001024,HAA5,0.9585,0.959,0,0.2095,1.995,0,0,0,3.3
CA1210004,99001,1210004991B,HAA5,1.095,1.23,0.34,0,2.9,0,0,0,3.75
CA1210006,91803,DBP01,HAA5,0.705,0,0.63,1.55,0.265,0,0,1.1,0
CA1210009,99001,1210009993,HAA5,0.645,1.11,0.215,0,1.5,0,0,0,3.25
CA1210013,91004,1210013004,HAA5,0.665,1.135,0.155,0,2.55,0,0,0,5.25
CA1210016,99001,1210016991,HAA5,0.865,1.25,0.19,0,2.55,0,0,0,4.25
CA1310001,91802,1310001902,HAA5,8.35,5.25,3.275,3.425,9.575,0.63,0.65,0,6.7
CA1310002,90002,1310002903,HAA5,7.975,7.8,3.375,2.325,11,0.625,0.8,0,13.35
CA1310004,1,DS02,HAA5,7.325,5.55,3,2.3,9.375,0.55,0.875,0,7.15
CA1310006,3,DS1,HAA5,8,4.65,2.85,3.075,8.85,0.1475,13.25,0,5.35
CA1503341,91901,1503341901,HAA5,3.25,1.7,1.9325,4.125,1.8125,0.325,0,1.4,0.905
CA1510001,91901,1510001901,HAA5,0,0,0,0.598,0,0,0,0,0
CA1510003,99010,1510003186,HAA5,3.375,3.325,0.4625,0.1775,28.75,0,2.15,0.525,27
CA1510005,91901,DS002,HAA5,1.6,0.85,1.4,1.4,1.75,0,0,1.85,1.5
CA1510006,99002,1510006993,HAA5,5.6,5.9,3.835,2.6225,18.1,0.145,1.05,1.075,25.05
CA1510012,91901,1510012901,HAA5,0.215,0,0.57,1.6,0,0,0,0,0
CA1510013,18,DS002,HAA5,1.2,0,0.39,1.6,1,0,2.5,0,0
CA1510015,90014,DS004,HAA5,4.675,6.275,2.2175,1.645,19.25,0,0.55,0.6,27.75
CA1510017,91815,1510017815,HAA5,0.925,0,0,0.69,0.815,0,0,0,0
CA1510018,12,1510018012,HAA5,0,0,0,0.1725,0.06,0,0,0,0
CA1510019,91809,1510019809,HAA5,1.9,0,0,3.72,0.9,0,0,0,0
CA1510021,91808,1,HAA5,0.4,0,0,0.58,0.34,0,0,0,0
CA1510022,99003,1510022902,HAA5,0.485,0,0.355,27.65,0,0.385,0,0,0
CA1510024,30001,DS1,HAA5,0,0,0,0,0,0,0,0,0
CA1510029,91819,1510029900,HAA5,0.675,0,0.455,1.52,0.26,0,0,0,0
CA1510031,10003,1510031997,HAA5,2.85,3.725,0.67,0.575,9.15,0.1225,0,0,14
CA1510032,91808,1510032901,HAA5,0.845,0,0.2775,2.3,0.175,0.085,0,0,0
CA1510055,99005,1510055992,HAA5,1.525,2.3,0,0,10.05,0,0,0,16
CA1510701,4825,DBP2,HAA5,2.725,0.4375,1.09,4.5,1.465,1.2875,0.925,1.25,0.325
CA1610002,91806,DS004,HAA5,8.875,8.075,6.275,6.325,5.05,1.075,0.525,2.6,4.05
CA1610003,99001,1610003986,HAA5,4.9,2.2,3.5,9.1,1.7,0.72,0,7.2,0.98
CA1610004,91802,1610004900,HAA5,3.05,2.7,1.45,2,3.65,0.2,0,0,3.95
CA1610005,91815,161005902,HAA5,25,6.5,8.4,28,7,1.8,2,14,3.7
CA1610700,1,900,HAA5,5.7,2.7,3.35,5.4,3.25,0.71,0,2.1,1.2725
CA1710006,30001,DS1,HAA5,3.275,4.15,1.2375,0.5525,7.075,0.42,0.575,0.6,8.35
CA1805007,30001,DS1,HAA5,0.371,0.2955,0.1575,0.2955,0.3705,0,0,0,0
CA1910001,91813,1910001813,HAA5,2.975,1.335,0.9675,2.1,4.15,0.085,0,0,1.475
CA1910003,99004,1910003801,HAA5,1.25,0,0.605,1.85,0.93,0,0,0,0
CA1910004,91900,1910004902,HAA5,1.65,2.35,1.4,1.05,2.05,0,0,2.35,2
CA1910005,10005,1910005802,HAA5,0.45825,0,0.2465,0.73175,0,0.0875,0,0,0
CA1910007,99900,1910007900,HAA5,5.45,3.025,2.8,4.625,5.175,0.49,0,0,3.275
CA1910009,99907,1910009907,HAA5,0.17,0,0,0.43,0,0,0,0,0
CA1910011,91900,1910011902,HAA5,2.066666667,2.2,1.2,1.726666667,3.1,0,0,1.166666667,1.293333333
CA1910013,99001,2,HAA5,0,0,0,0.41,0,0,0,0,0
CA1910017,91818,1910017818,HAA5,9.456666667,3.67,3.243333333,8.156666667,7.546666667,0.86,0,1.88,1.293333333
CA1910019,99907,1910019907,HAA5,0.8525,0.4225,0.9025,1.6325,0.355,0,0,0,0
CA1910020,99901,1910020901,HAA5,1.475,0.6,0.425,1.07,1.695,0,0,0,0.5
CA1910021,91904,1910021904,HAA5,1.3,0.4575,0.1175,0.7875,1.78,0,0,0.5,0.42
CA1910022,99001,BLDG34,HAA5,4.85,2.15,2.175,3.15,3.75,0.55,0,0.65,1.3
CA1910024,91821,1910024821,HAA5,8.375,6.525,3.975,3.9,11.325,0,0.825,0.825,5.575
CA1910026,99001,DS800,HAA5,1.95,1.035,1.27,3.025,1.4925,0.2925,0,0,0.8325
CA1910028,91806,DS803,HAA5,6.625,3.6,3,4.725,6.55,0.4425,0,1.575,2.475
CA1910030,12,1910030015,HAA5,2.466666667,0.716666667,1.08,2.666666667,2.366666667,0.12,0,2.433333333,0.17
CA1910033,99002,1910033997,HAA5,4.2,3.2,1.35,1.4,9.875,0,0.55,1.225,8.25
CA1910036,99008,1910036102,HAA5,2.475,1.3825,1.14,1.35,2.875,0.0975,0.575,0,1.7375
CA1910038,99900,1910038900,HAA5,0,0,0.24,0.38,0,0,0,0,0
CA1910039,1,DB804,HAA5,0.96,0,0.39,1.1,0.66,0,0,0,0
CA1910040,800,1910040804,HAA5,3.175,1.4525,1.02,2.23,2.975,0.2375,0,0,1.68
CA1910042,1,DS04,HAA5,1.265,0.44,1.14,2.2,0.56,0.475,0,0,0
CA1910043,99003,1910043092,HAA5,3.1,2.075,1.3825,2,4.35,0.2275,0,0.5,2.0975
CA1910044,99905,1910044905,HAA5,2.05,0,0.84,6.325,0.6225,0.74,0,0.625,0.15
CA1910047,99003,1910047994,HAA5,4.45,2.325,2.29,3.975,4.625,0.2175,0,1.775,2.15
CA1910049,13,1910049013,HAA5,2.4,1.1575,1.25,2.2,2.8,0,0,0,1.2425
CA1910050,30001,DS1,HAA5,1.6075,0.745,0.8675,1.37,1.255,0.09,0,0,0.425
CA1910051,803,803,HAA5,4.25,4.45,5.275,4.25,2.925,0.7375,0,4.45,3.675
CA1910052,91808,1910052803,HAA5,1.5775,0.1825,0.425,3.225,3.1175,0.5425,0.975,0,0
CA1910059,99800,1910059800,HAA5,4.65,4.45,3,3.1,6.65,0,0,0,6.7
CA1910062,90006,DS006,HAA5,4.25,2.9,1.85,1.95,4.05,0.4,1.775,0,3.125
CA1910063,91800,1910063801,HAA5,2.7175,1.2225,0.8325,2.015,2.525,0.3575,3.5,0,1.825
CA1910065,65800,SSP1910065807,HAA5,4.0875,1.7775,1.215,2.5175,5.3625,0.5575,0,0,2.1475
CA1910067,67999,CHASTAIN,HAA5,4.4775,0.805,1.23625,5.2675,3.0425,0.72825,0,0,0.24675
CA1910070,19801,1970100801,HAA5,4.133333333,3.033333333,3.466666667,3.866666667,3.166666667,0.75,0,1.933333333,0.96
CA1910072,91853,1910072858,HAA5,0.28,0,0.17,0.4575,0.7375,0,0,0,0
CA1910073,1,S13001,HAA5,2.6,0.5275,0.7525,2.575,2.95,0.175,0,0,0.63
CA1910077,91821,1910077821,HAA5,0.593333333,0,0.483333333,1.1,0.156666667,0.103333333,0,0.866666667,0
CA1910079,79800,1910079800,HAA5,0.866666667,0,0.566666667,1.123333333,0.396666667,0,0,0,0
CA1910083,6,SP2,HAA5,4.515,2.6725,1.735,3.37,5.965,0,0,1.1,2.1575
CA1910090,99901,1910090901,HAA5,0.76,0,0,1.55,0.4,0,0,0,0
CA1910091,99901,1910091901,HAA5,0.86,0,0.945,2.6,0.19,0.185,0,0,0
CA1910092,99903,1910092903,HAA5,0.155,0,0,0.76,0,0,0,0,0
CA1910096,142,1.91E+11,HAA5,2.2,1.075,0.875,2.1775,1.905,0,0,0,0.55
CA1910098,91900,1910098900,HAA5,1.825,1.625,1.0875,1.045,3.15,0,0,0.5,1.75
CA1910101,3,800,HAA5,0.755,0,0.66,2.05,0.25,0,0,0,0
CA1910102,91803,1910102803DS5,HAA5,3.975,1.3,2.575,5.325,1.825,0.375,0,3.7,0.4025
CA1910104,99001,1910104991,HAA5,3,1.2425,1.25,2.6,3.6,0,0.95,2.275,1.1175
CA1910105,7,1910105806,HAA5,0.865,0.3,0.24,0.905,0.865,0,0,0,0.25
CA1910108,91082,1910108902,HAA5,1.8475,0.315,0.765,2.2,1.415,0.2325,0,0,0
CA1910124,91830,1910124830,HAA5,5,3.2175,1.9075,2.65,7.6,0.4025,0.575,1.05,3.4775
CA1910125,1,1910125800,HAA5,0.155,0,0.15,1.075,0,0,0,0,0
CA1910126,99001,1910126805,HAA5,5.2975,2.2575,1.67,3.98,4.9375,0,0,1.2,1.43
CA1910127,99903,1910127903,HAA5,7.175,1.97,1.1325,3.825,10.875,0.2,0.525,0,2.425
CA1910130,5034,25034,HAA5,4.6,2.55,4.825,6.55,1.525,1.2,0,3.275,0.5275
CA1910134,99989,1910134989,HAA5,4.15,1.5125,1.415,2.7,4.125,0.0925,0,1.125,1.33
CA1910139,91818,1910139002,HAA5,0.925,0,0.3,1.3,1.01,0.0825,0,0,0
CA1910142,91820,1910142820,HAA5,2.305,1.4775,0.7275,0.725,7.005,0,0.525,0,3.9575
CA1910143,91811,1910143811,HAA5,1.115,0,0.46,1.04,0.925,0,0,0,0
CA1910144,99903,1910144903,HAA5,0.32,0,0,0.555,0.205,0,0,0,0
CA1910146,91811,1910146816,HAA5,1.825,0.65,0.6475,1.85,2.365,0,0,0.525,0.575
CA1910148,99903,1910148903,HAA5,0.605,0,0.17,0.945,0.74,0,0,0,0
CA1910149,803,1910149803,HAA5,2.25,2.075,1.3375,1.545,3.05,0.075,0,0,3.3
CA1910152,22221,DS1,HAA5,0.645,0,0.72,1.15,0.115,0,0,0,0
CA1910154,99901,1910154901,HAA5,0.1775,0,0,0.46,0.185,0,0,0,0
CA1910155,91824,1910155827,HAA5,3.86,2.0325,1.4575,3.075,5.265,0.08,0,1.7725,3.355
CA1910156,800,1910156800,HAA5,4.375,1.75,1.6375,2.85,5.6,0,0,0,1.73
CA1910157,99901,1910157901,HAA5,0.555,0,0,0.455,0.555,0,0,0,0
CA1910159,18001,18001,HAA5,0,0,0,0.995,0,0,0,0,0
CA1910161,91902,1910161902,HAA5,0.89,0.7775,0.905,1.285,0.635,0,0,0,0.145
CA1910167,99900,1910167900,HAA5,0.22,0,0.1825,0.975,0.33,0,0,0.525,0
CA1910169,99001,DBP01,HAA5,0,0,0,0.565,0,0,0,0,0
CA1910173,99903,1910173903,HAA5,3.3,1.35,2.9,5.95,1.25,0,0,3.05,0
CA1910174,91800,1910174800,HAA5,1.35,0.4,1.6,2.65,0.535,0,0,1.05,0
CA1910179,91814,1910179800,HAA5,0.9725,0,0.3,1.75,0.3025,0,0,0,0
CA1910186,91809,1910186003,HAA5,1.25,0.28,0.58,1.9,0.87,0.525,0,0,0
CA1910189,30001,DS1,HAA5,0.165,0.285,0.26,0,0,0,0,1,0
CA1910191,14517,14517,HAA5,2.35,1.775,1.5875,2.2475,2.325,0.2575,0,0,1.95
CA1910194,2,7,HAA5,5.225,2.075,1.35,2.725,5.8,0.5275,0.925,0,2.585
CA1910203,19203,1910203,HAA5,2.735,2.595,2.185,2.275,1.925,0.29,0,1.65,1.525
CA1910204,19801,1910204802,HAA5,2.7,1.22,1.746666667,2.866666667,2.9,0.233333333,0,2.2,0.566666667
CA1910205,99804,1910205804,HAA5,1.8275,0.55,0.5725,1.3525,2.6075,0,0,0,0.8
CA1910211,91905,1910211905,HAA5,1.9,1.833333333,1.266666667,1.233333333,2.666666667,0,0,0,1.666666667
CA1910212,91818,1910213003,HAA5,0.47,0,0,0.595,0.4,0,0,0,0
CA1910213,800,1910213800,HAA5,2.275,2.3,4,5.775,0.9225,0.57,0,5.25,1.15
CA1910218,30001,DS2,HAA5,0.705,0.165,0.7575,1.7,0.0775,0.0775,0,0,0
CA1910223,91830,1910224003,HAA5,0.535,0,0.095,0.635,0.41,0,0,0,0
CA1910225,99001,1910225F53,HAA5,3.925,2.6325,3.095,3.95,2.73,0,2.325,1.275,1.025
CA1910234,99001,805,HAA5,4.825,2.375,1.7175,4,5.4,0.3325,5.75,0,2.375
CA1910239,3673,C3,HAA5,4.995,1.75,1.685,3.3,4.965,0.33,0,1.45,3.05
CA1910240,91853,1910240853,HAA5,6.633333333,3.433333333,4.133333333,5.8,4.733333333,0.633333333,0,3.7,1.666666667
CA1910245,55501,1910245801,HAA5,5.075,3.15,2.14,3.115,6.2,0.25,0.5,0,2.65
CA1910255,30001,DS3,HAA5,5.975,3.425,3.95,4,4.375,0.6825,0,1.925,1.715
CA2000521,30001,DS1,HAA5,0.67,0,0.415,0.44,0.41,0,0,0,0
CA2000554,30001,DS1,HAA5,0.42,0,0,0,0.54,0,0,0,0
CA2010001,99001,DS001,HAA5,0,0,0,0,0,0,0,0,0
CA2010002,91901,2010002901,HAA5,0,0,0,0,0,0,0,0,0
CA2110002,91025,2110002025,HAA5,3.766666667,2.71,0.509,1.041333333,9.806666667,0.114333333,0,0,6.61
CA2110003,91901,2110003009,HAA5,2.633333333,2.333333333,1.1,0.673333333,6.833333333,0,0,0,5.3
CA2310001,30001,DS1,HAA5,3.25,5.05,0.8825,0.6075,7.825,0,0,0,13.25
CA2310003,99001,2310003993,HAA5,2.29,2.35,0.7525,0.725,4.5275,0,0,0,4.85
CA2410001,91799,241001799,HAA5,0.17,0,0,0.375,0,0,0,0,0
CA2410004,91812,DS1,HAA5,0,0,0,1.345,0,0,0,0,0
CA2410005,90008,2410005008,HAA5,0.615,0,0.67,11.5,0,0.48,0,3.85,0
CA2410009,91903,2410009903,HAA5,0,0,0,0.2,0,0,0,0,0
CA2710001,91801,803,HAA5,0,0,0,1.3,0,0,0,0,0
CA2710004,80012,2710004809,HAA5,6.75,5.825,3.225,2.975,9.15,0.5525,0,0,6.625
CA2710008,99001,2710008806,HAA5,0.425,0,0,2.965,0,0,0,0,0
CA2710009,99004,2710009995,HAA5,2.2,0.91,1.25,2.35,0.88,0.385,0,0,0
CA2710010,99988,2710010988,HAA5,0.15,0,0.175,0.64,0,0,0,0,0
CA2710011,99001,DBP04,HAA5,0.77,0,0.335,1.095,0.195,0.89,0,0,0
CA2710017,99004,2710017991,HAA5,0.495,0,0.4,1.3,0.65,0,0,2.1,0
CA2710850,30001,DS2,HAA5,0.57,0,0,0.875,0,0,0,0,0
CA2800112,30001,DS1,HAA5,0,0,0,0.58,0.235,0,0,0,0
CA2810003,90000,2810003025,HAA5,5.65,6.375,1.085,0.855,21.5,0.1075,1.575,0,20.9
CA2810005,99006,2810005006,HAA5,4.95,3.525,0.6975,0.5575,22.75,0,1.275,0,16.5
CA2910003,900,29100030900,HAA5,0.176,0,0,0,1.12,0,0,0,0.984
CA2910004,3,DBP04,HAA5,0.1175,0,0,0,6.35,0,0,0,10.45
CA2910006,3,DBP02,HAA5,0.2325,0.125,0,0,9.85,0,0,0,16
CA2910023,30001,DS1,HAA5,0.63,0.3625,0,0,9.875,0,0,0,12.875
CA3000825,30001,DS1,HAA5,0,0,0,0.36,0,0,0,0,0
CA3010001,91842,3010001853,HAA5,3.116666667,2.073333333,1.21,1.616666667,5.244,0.196666667,0,0,2.496666667
CA3010002,99001,3010002006,HAA5,1.7825,0.675,0.9025,1.86,1.7825,0.3675,0,0,0.74
CA3010003,91818,3010003819,HAA5,3.39,1.515,1.0475,2.4525,3.47275,0.1325,0,0,1.29
CA3010004,91831,3010004831,HAA5,1.3775,0.5875,0.665,3.065,0.7125,0.1075,0,1.3175,0.29
CA3010010,91820,3010010821,HAA5,3.54,1.435,1.165,2.145,4.571,0.2,0,0,1.4225
CA3010017,3,3010017005,HAA5,4.9,1.7,0.933333333,2.6,5.066666667,0,0,1.633333333,1.646666667
CA3010018,90003,HAA51,HAA5,2.75,1.1975,2.6975,7.1,1.4,0.5325,0,6.075,0.4375
CA3010022,91830,3010022830,HAA5,1.1025,0.6925,0.5825,0.9225,1.17675,0.11,0,0,0.3175
CA3010023,91820,3010023824,HAA5,1.0125,1.0375,0.645,1.035,1.051,0,0,0,0.7275
CA3010027,91830,3010027836,HAA5,3.7175,1.695,1.305,2.18,4.138,0.1775,0,0,1.3075
CA3010030,91807,918071,HAA5,2.75,1.26,0.945,2.05,3.225,0.1,0,0,1.0725
CA3010035,91810,3010035811,HAA5,2.0025,1.205,0.915,1.23,2.49775,0.085,0,0,1.185
CA3010036,99903,3010036903,HAA5,4.6,1.575,1.1,2.125,7.025,0.2725,0,0,1.95
CA3010037,91810,3010037815,HAA5,7.3725,3.2875,5.185,8.67925,3.20325,1.0825,0,5.2975,1.02
CA3010038,91840,3010038844,HAA5,2.615,1.5,1.135,1.7225,3.2635,0.345,0,0,1.5575
CA3010041,91810,3010041811,HAA5,3.423333333,1.476666667,0.843333333,1.68,6.003666667,0,0,0,2.64
CA3010042,42801,3010042802,HAA5,10.95,1.4,0.81,4.025,16.25,0.3425,0.925,0,2.575
CA3010046,91818,3010046819,HAA5,1.3875,1.035,0.6375,1.0675,2.01375,0,0,0,1.2275
CA3010053,91822,3010053825,HAA5,4.0875,2.045,1.5875,4.135,3.54925,0.6125,0,1.15,1.1275
CA3010055,55801,3010055802,HAA5,3.1,1.475,1.17,1.7,2.95,0,6.75,0,1.755
CA3010062,91822,3010062829,HAA5,0,0,0,0.805,0,0,0,0,0
CA3010064,91820,3010064823,HAA5,1.0975,0.7475,0.5775,0.8975,1.133,0.1325,0,0,0.815
CA3010069,91812,3010069815,HAA5,0,0,0.1825,0.715,0,0,0,0,0
CA3010073,11,3010073002,HAA5,3.525,1.7875,1.23,2,3.8,0.295,0,0,3.3
CA3010079,3,6,HAA5,3.975,1.27,0.885,2.3,4.4,0.2,4,0,1.7
CA3010092,91820,3010092820,HAA5,8.998,2.9,1.7125,4.4925,13.09925,0.7925,0.7075,0,3.695
CA3010094,91802,3010094803,HAA5,4.275,3.875,1.8,1.675,9.15,0.415,0,1.225,4.825
CA3010100,91805,3010100812,HAA5,0.9775,0.4325,0.6525,1.2825,0.56825,0,0,0,0
CA3010101,808,3010101808,HAA5,2.25,1.235,0.97,1.1025,3.275,0,1.875,0,2.025
CA3110004,90003,DS02,HAA5,0.5175,0.56,0,0,16.25,0,0,0,20
CA3110005,91805,3110005006,HAA5,0.38,0.14,0,0,11.5,0,0,0,12.05
CA3110008,91888,31100088Q4,HAA5,0.2125,0.35,0,0,6.45,0,0,0,12.15
CA3110025,91805,3110025022,HAA5,0.59,0.68,0,0,12.875,0,0,0,15.675
CA3310001,98980,3310001983,HAA5,2.41,0.85,0.6,1.125,3.745,0.2,0,0,0.85
CA3310002,91033,91033,HAA5,0.845,0,0.39,0.565,0.525,0,0,0,0
CA3310003,92225,3310003801,HAA5,6.3,5.7,4.2,3.65,4.4,0.725,0,0,4.65
CA3310005,20003,SS015,HAA5,0.585,0.6,0.165,0.55,2.325,0,0,0,3
CA3310006,1,3310006804,HAA5,0.445,0,0,0.23,0.35,0,0,0,0
CA3310007,30001,801,HAA5,0,0,0,0.205,0,0,0,0,0
CA3310008,99995,39,HAA5,0.505,0,0,0.315,0.2,0,0,0,0
CA3310009,99002,3310009992,HAA5,4.125,3.9,3.775,2.775,2.725,0.4525,0,1.025,2.275
CA3310012,90807,3310012807,HAA5,2.8,1.513333333,0.95,1.7,3.666666667,0.273333333,0,0.733333333,1.666666667
CA3310016,99,M,HAA5,0.5,0.335,0.45,0.965,0.235,0,0,0,0
CA3310020,80002,331002014,HAA5,0,0,0,0,0.36,0,0,0,0
CA3310021,91813,3310021813,HAA5,0.69,0,0.32,1.13,0.485,0.27,0,0,0
CA3310022,91815,3310022801,HAA5,0.985,0,0.78,2.32,0.17,0.4,0,2.1,0
CA3310025,98003,3310025983,HAA5,0.826666667,0.533333333,1.176666667,1.853333333,0.21,0,0,1.266666667,0
CA3310031,91108,3310031801,HAA5,0.6275,0,0.365,0.77,0.065,0,0,0,0
CA3310032,99001,STA9,HAA5,2.7,1.85,2.65,2.45,1.5,0.505,1.35,0,0.945
CA3310036,30001,DS1,HAA5,2.9,1.9375,1.185,1.75,3.525,0.51,0,0,2.75
CA3310037,99001,3310037807,HAA5,4.425,2.6,1.515,2.75,5.075,0.315,0,0.55,3.925
CA3310038,38305,99305,HAA5,2.95,1.2775,1.3525,2.35,1.9475,0.66,1.05,0.6,1.65
CA3310040,30001,DS1,HAA5,1.26,1.59,0,0,17.375,0,0.625,0,31.2
CA3310044,99001,3310044993,HAA5,1.8,0.87,1.2,3.3,0.49,0.965,0,1,0
CA3310049,4,3310049016,HAA5,1.0075,0.6825,0.6925,1.625,0.8,0.195,7.075,0,0.525
