PWSID,HAA5_RAAQ95,HAA9_RAAQ95,TTHM_RAAQ95,HAA5_MCL,TTHM_MCL,STG2_MCL
NJ1922315,5.984,10.799175,30.72,<,<,No Violation
NJ2004001,40.48575,46.32575,76.45875,<,<,No Violation
NJ2004002,32.8655,37.91875,65.3675,<,<,No Violation
NJ2013001,19.5161875,34.7568125,67.07975,<,<,No Violation
NJ2108001,4.46925,6.71175,21.3725,<,<,No Violation
NJ2119001,11.9058625,18.5241875,41.665,<,<,No Violation
NJ2121001,2.892,4.83575,17.315,<,<,No Violation
NM3500115,1.465075,2.617625,7.6375,<,<,No Violation
NM3501921,0.5865,0.673,6.654,<,<,No Violation
NM3502507,3.9505,5.74525,20.165,<,<,No Violation
NM3505126,24.300375,29.054625,51.9525,<,<,No Violation
NM3507529,0.0,0.0,1.785,<,<,No Violation
NM3508317,2.5965,6.4715,31.9625,<,<,No Violation
NM3509623,0.978,1.36275,8.79875,<,<,No Violation
NM3510224,32.1665625,43.5896,56.485,<,<,No Violation
NM3510524,24.908875,35.375125,57.105,<,<,No Violation
NM3510701,12.50435,21.55685,49.3625,<,<,No Violation
NM3511707,7.76125,14.67,42.3125,<,<,No Violation
NM3513114,31.46775,43.11525,60.5366666666667,<,<,No Violation
NM3513319,13.6845,29.08075,40.4,<,<,No Violation
NM3518025,30.069375,36.1095,72.6,<,<,No Violation
NM3520203,0.71325,1.9865,4.14875,<,<,No Violation
NM3520308,0.816525,0.83925,2.44525,<,<,No Violation
NM3520608,0.9353,2.7942,8.634875,<,<,No Violation
NM3521308,0.979925,1.1305,1.7195,<,<,No Violation
NM3521513,1.4335,1.9655,7.626,<,<,No Violation
NM3521613,3.9225,9.79825,24.075,<,<,No Violation
NM3521813,1.25975,1.445,,<,?,Uncertain (No TTHM Data)
NM3522013,3.206,6.57475,11.73,<,<,No Violation
NM3522609,2.868,3.941,23.576,<,<,No Violation
NM3525332,0.43945,0.56695,4.335875,<,<,No Violation
NM3527305,1.163,1.486,0.716,<,<,No Violation
NM3528522,19.2863,22.238425,1.3284,<,<,No Violation
NM3528616,0.215,0.215,5.08875,<,<,No Violation
NM3528707,10.11875,21.57125,26.3625,<,<,No Violation
NM3554307,9.053,15.9602,40.55,<,<,No Violation
NM3562719,1.7055,2.89925,10.261875,<,<,No Violation
NM3567701,3.21875,4.96625,31.372,<,<,No Violation
NM3575501,1.045775,1.69525,9.7575,<,<,No Violation
NM3576623,1.88,3.215,10.6,<,<,No Violation
NM3582601,0.89075,1.2375,,<,?,Uncertain (No TTHM Data)
NN0403000,6.174325,12.3112,,<,?,Uncertain (No TTHM Data)
NN0435010,0.0,0.0,,<,?,Uncertain (No TTHM Data)
NN3500245,34.1411375,44.9421875,,<,?,Uncertain (No TTHM Data)
NN3500250,0.0,0.0,,<,?,Uncertain (No TTHM Data)
NV0000011,27.93575,48.077,58.02125,<,<,No Violation
NV0000015,28.1925,30.03425,30.36125,<,<,No Violation
NV0000032,2.67425,4.541,12.4,<,<,No Violation
NV0000045,1.98,2.88,10.5,<,<,No Violation
NV0000062,7.267,11.3045,33.465,<,<,No Violation
NV0000076,24.522375,43.516125,72.675,<,<,No Violation
NV0000090,34.125625,54.003125,65.34375,<,<,No Violation
NV0000158,6.0675,7.0185,19.0225,<,<,No Violation
NV0000167,1.10625,4.58925,6.91925,<,<,No Violation
NV0000175,27.116375,45.793875,63.79625,<,<,No Violation
NV0000190,26.2325,28.54375,37.7225,<,<,No Violation
NV0000211,22.45,24.841375,29.965,<,<,No Violation
NV0000272,0.819,0.819,2.0,<,<,No Violation
NV0000356,1.13775,1.642,3.52375,<,<,No Violation
NV0003028,24.839,42.62,77.65625,<,<,No Violation
NV0005077,2.467,4.18575,9.452,<,<,No Violation
NY0100189,25.4496666666667,28.0312,58.3275,<,<,No Violation
NY0100191,57.665275,69.99885,94.455,<,>=,Violation
NY0100192,35.5479125,42.012125,49.93875,<,<,No Violation
NY0100194,29.65325,37.315,35.9833333333333,<,<,No Violation
NY0100198,37.423625,44.44675,62.27125,<,<,No Violation
NY0100205,61.27455,69.088325,85.06875,>=,>=,Violation
NY0301651,21.7158333333333,25.6245833333333,56.3325,<,<,No Violation
NY0301665,5.87685,11.949525,18.275,<,<,No Violation
NY0301668,6.442125,11.407,26.775,<,<,No Violation
NY0301674,14.7915,21.385,42.0,<,<,No Violation
NY0400335,2.6686375,3.6734,14.8,<,<,No Violation
NY0400345,34.51705,40.8450625,68.35375,<,<,No Violation
NY0420357,1.1875,1.7245,4.0,<,<,No Violation
NY0501710,26.5475,32.33125,62.5875,<,<,No Violation
NY0530063,26.075375,30.342375,64.55,<,<,No Violation
NY0600356,6.53,12.7925,,<,?,Uncertain (No TTHM Data)
NY0600360,10.355125,17.164625,34.34375,<,<,No Violation
NY0600364,61.685,66.643125,62.122375,>=,<,Violation
NY0600366,2.7561,5.319225,29.565,<,<,No Violation
NY0701008,20.500225,30.6123,51.6,<,<,No Violation
NY0701009,8.998125,12.290125,13.196625,<,<,No Violation
NY0900217,53.495,55.48425,61.05125,<,<,No Violation
NY0904192,0.49,0.49,0.0,<,<,No Violation
NY1101754,6.91525,9.275125,13.75,<,<,No Violation
NY1302760,17.7353625,25.5023875,47.75,<,<,No Violation
NY1302812,31.901175,41.66525,43.375,<,<,No Violation
NY1330291,29.092625,38.3927125,27.0325,<,<,No Violation
NY1330660,8.8233875,14.263125,36.7225,<,<,No Violation
NY1400422,19.9308125,27.4185625,27.8,<,<,No Violation
NY1400443,30.52865,40.58065,57.74625,<,<,No Violation
NY1400451,12.95625,18.327625,36.7875,<,<,No Violation
NY1404556,17.8433333333333,26.3308333333333,41.3161666666667,<,<,No Violation
NY1410142,11.4446666666667,18.7945,34.961875,<,<,No Violation
NY1420549,22.8865,32.221375,46.68225,<,<,No Violation
NY1500293,41.33578125,42.55229375,40.91,<,<,No Violation
NY1600008,0.22325,0.22325,2.37225,<,<,No Violation
NY1700018,30.79,32.15395,47.51125,<,<,No Violation
NY1800544,15.091125,22.167625,44.0875,<,<,No Violation
NY1901873,2.1531,4.015375,,<,?,Uncertain (No TTHM Data)
NY2102306,8.7983,18.3661,62.275,<,<,No Violation
NY2202338,17.105625,32.055275,60.76,<,<,No Violation
NY2202346,50.9666666666667,54.5091666666667,92.775,<,>=,Violation
NY2202352,45.91698125,48.74690625,66.7775,<,<,No Violation
NY2212214,43.814225,46.9055375,55.46125,<,<,No Violation
NY2501017,18.035725,25.6174125,60.875,<,<,No Violation
NY2602373,4.7805,9.422,41.0,<,<,No Violation
NY2602381,35.29375,36.425,71.48,<,<,No Violation
NY2603521,4.967,8.6985,23.3,<,<,No Violation
NY2701039,12.124375,18.624375,53.7625,<,<,No Violation
NY2701047,22.00725,29.43525,55.075,<,<,No Violation
NY2701118,10.9412375,16.37665,32.15375,<,<,No Violation
NY2704518,38.2677,44.7585875,48.875,<,<,No Violation
NY2800136,33.621,34.2933375,48.7125,<,<,No Violation
NY2900000,0.099,0.099,1.56,<,<,No Violation
NY2902815,0.475,0.627,0.0,<,<,No Violation
NY2902817,2.395,2.395,0.0,<,<,No Violation
NY2902822,1.21675,1.95675,0.0,<,<,No Violation
NY2902823,7.3575,7.75175,,<,?,Uncertain (No TTHM Data)
NY2902824,0.73475,0.73475,0.0,<,<,No Violation
NY2902825,1.05225,1.60325,0.0,<,<,No Violation
NY2902826,2.252,4.83,0.14725,<,<,No Violation
NY2902827,0.6685,0.6685,0.0,<,<,No Violation
NY2902829,1.05675,1.736,0.0,<,<,No Violation
NY2902830,3.66,4.9725,1.96125,<,<,No Violation
NY2902831,0.344,0.344,,<,?,Uncertain (No TTHM Data)
NY2902834,0.73625,0.73625,,<,?,Uncertain (No TTHM Data)
NY2902835,1.72875,2.34125,,<,?,Uncertain (No TTHM Data)
NY2902836,0.22325,0.22325,0.390375,<,<,No Violation
NY2902837,0.456,0.608,,<,?,Uncertain (No TTHM Data)
NY2902839,0.4355,0.4355,,<,?,Uncertain (No TTHM Data)
NY2902840,0.56,0.7025,,<,?,Uncertain (No TTHM Data)
NY2902841,1.33,3.3675,2.52625,<,<,No Violation
NY2902845,1.145,1.34545,,<,?,Uncertain (No TTHM Data)
NY2902848,1.98675,2.75225,,<,?,Uncertain (No TTHM Data)
NY2902851,0.82,1.50225,0.0,<,<,No Violation
NY2902853,0.21975,0.21975,,<,?,Uncertain (No TTHM Data)
NY2902854,1.7935,2.11775,0.0,<,<,No Violation
NY2902856,0.8645,1.38225,,<,?,Uncertain (No TTHM Data)
NY2902857,2.326,3.064,0.0,<,<,No Violation
NY2912267,1.22875,1.76075,,<,?,Uncertain (No TTHM Data)
NY3100561,22.3942625,30.96905,51.336875,<,<,No Violation
NY3100563,21.904375,30.79125,54.16925,<,<,No Violation
NY3100564,23.67555,32.905675,42.181,<,<,No Violation
NY3100568,19.287625,27.869375,44.246625,<,<,No Violation
NY3100572,27.4323333333333,37.2173333333333,50.7166666666667,<,<,No Violation
NY3100585,38.6364875,48.0759875,50.152,<,<,No Violation
NY3202405,42.63825,43.87855,57.4375,<,<,No Violation
NY3202411,19.72,20.108875,46.6,<,<,No Violation
NY3304334,25.596375,30.712375,37.1125,<,<,No Violation
NY3304336,29.7716,37.301075,56.1125,<,<,No Violation
NY3304343,19.132975,24.2308375,45.65,<,<,No Violation
NY3304344,18.409625,23.985375,48.7,<,<,No Violation
NY3316112,13.8154625,19.7868125,44.2875,<,<,No Violation
NY3401150,30.945375,38.508625,68.425,<,<,No Violation
NY3401151,32.686625,40.642125,67.5125,<,<,No Violation
NY3401154,30.2513875,38.4234125,38.225,<,<,No Violation
NY3401156,16.8016666666667,43.1266666666667,74.28,<,<,No Violation
NY3503534,30.2371875,35.723125,55.925,<,<,No Violation
NY3503549,1.81425,3.106,8.198125,<,<,No Violation
NY3503573,6.18125,11.19,27.98,<,<,No Violation
NY3503578,35.193625,41.782875,66.525,<,<,No Violation
NY3503580,29.216,32.101,46.81,<,<,No Violation
NY3503584,70.068,87.603,78.525,>=,<,Violation
NY3503627,4.265975,10.3811,30.4,<,<,No Violation
NY3704355,2.838375,6.353875,8.445,<,<,No Violation
NY3704361,19.438275,28.5035875,47.0875,<,<,No Violation
NY3800154,62.926,68.9345,60.27625,>=,<,Violation
NY4100050,32.260875,36.294625,107.665,<,>=,Violation
NY4100051,33.739925,39.9102875,60.29125,<,<,No Violation
NY4303666,33.6901,47.08885,79.29,<,<,No Violation
NY4303673,41.35715,54.69245,58.9533333333333,<,<,No Violation
NY4303675,3.3515,5.76375,12.29625,<,<,No Violation
NY4404381,7.374,9.6885,23.0,<,<,No Violation
NY4404390,51.4349375,66.6426625,61.2975,<,<,No Violation
NY4404394,13.2007625,20.8136,39.5375,<,<,No Violation
NY4500164,2.4020375,2.95625,15.96,<,<,No Violation
NY4500168,21.6825,29.60625,64.34,<,<,No Violation
NY4500175,36.8187,38.868525,42.75,<,<,No Violation
NY4519111,40.5556375,46.0880125,65.97,<,<,No Violation
NY4530033,1.18,1.6315,2.0125,<,<,No Violation
NY4600069,7.8705,11.7975,13.7,<,<,No Violation
NY4600070,5.2265,9.0735,11.155,<,<,No Violation
NY4600073,10.723275,17.677275,26.0,<,<,No Violation
NY4600091,2.5218,5.67025,21.7,<,<,No Violation
NY4801188,20.7930875,42.278375,45.5,<,<,No Violation
NY5001209,6.111,14.2169,43.76,<,<,No Violation
NY5103263,0.8685,1.2215,,<,?,Uncertain (No TTHM Data)
NY5103266,0.2945,0.33075,,<,?,Uncertain (No TTHM Data)
NY5103271,0.288,0.288,,<,?,Uncertain (No TTHM Data)
NY5103276,0.4275,0.61275,,<,?,Uncertain (No TTHM Data)
NY5103704,0.89775,1.50575,,<,?,Uncertain (No TTHM Data)
NY5103705,3.507,5.7585,,<,?,Uncertain (No TTHM Data)
NY5105656,1.53475,2.49825,,<,?,Uncertain (No TTHM Data)
NY5110526,1.883436705,3.322299345,,<,?,Uncertain (No TTHM Data)
NY5111891,9.330425,16.423425,,<,?,Uncertain (No TTHM Data)
NY5301422,0.1555,0.1555,,<,?,Uncertain (No TTHM Data)
NY5302966,2.442325,3.4553,8.54,<,<,No Violation
NY5404416,24.649875,34.749125,51.3125,<,<,No Violation
NY5404419,39.19175,56.10425,,<,?,Uncertain (No TTHM Data)
NY5417686,31.1693375,35.6885875,40.5666666666667,<,<,No Violation
NY5503374,16.5193333333333,17.3935833333333,44.39,<,<,No Violation
NY5503393,4.521525,5.7782,21.82,<,<,No Violation
NY5600104,44.81,46.896125,65.3125,<,<,No Violation
NY5600114,19.67125,20.25625,51.6125,<,<,No Violation
NY5801233,9.5703,16.1737625,40.6,<,<,No Violation
NY5801235,17.297175,22.4497,57.175,<,<,No Violation
NY5801257,19.980625,28.540875,57.4125,<,<,No Violation
NY5903419,26.07370625,29.26601875,63.605,<,<,No Violation
NY5903422,25.2386375,30.975875,37.0275,<,<,No Violation
NY5903423,35.53125,40.977,57.495,<,<,No Violation
NY5903429,51.9,55.478375,51.4975,<,<,No Violation
NY5903435,70.8775,75.328875,54.86375,>=,<,Violation
NY5903441,48.204125,51.6478375,36.37,<,<,No Violation
NY5903442,7.591625,9.575625,26.1625,<,<,No Violation
NY5903444,35.6333,37.96464,62.8075,<,<,No Violation
NY5903451,36.42725,46.200875,80.6675,<,>=,Violation
NY5903452,31.3516666666667,41.3133333333333,56.0625,<,<,No Violation
NY5903455,5.9175,7.316,16.29425,<,<,No Violation
NY5903456,45.4100625,53.1767875,64.80625,<,<,No Violation
NY5903457,35.87875,39.319375,46.9375,<,<,No Violation
NY5903459,23.2055375,31.310125,52.875,<,<,No Violation
NY5903461,53.162375,56.317525,56.925,<,<,No Violation
NY5903464,59.25875,63.00375,43.7625,<,<,No Violation
NY5903465,48.575,52.1275,43.825,<,<,No Violation
NY5903469,39.4758333333333,50.7753333333333,79.62875,<,<,No Violation
NY5930069,1.1275,2.6265,0.0,<,<,No Violation
NY5930082,49.59625,53.368625,59.305,<,<,No Violation
NY7003493,61.095,65.84075,49.8625,>=,<,Violation
OH0100012,7.55125,15.09375,37.0055,<,<,No Violation
OH0200112,31.7135,46.328,36.06625,<,<,No Violation
OH0200811,19.947475,26.8782875,50.7825,<,<,No Violation
OH0300112,9.78225,18.5165,79.88625,<,<,No Violation
OH0400411,23.26025,31.99975,35.7775,<,<,No Violation
OH0400711,49.0502,61.831,71.915,<,<,No Violation
OH0400803,53.0713375,64.6942,71.845,<,<,No Violation
OH0500212,8.8745,20.54425,59.81625,<,<,No Violation
OH0501111,12.723525,25.225175,47.7175,<,<,No Violation
OH0600712,13.3075,24.2975,66.587875,<,<,No Violation
OH0700011,24.14960625,27.75129375,59.7825,<,<,No Violation
OH0700412,8.5985,16.5735,45.619375,<,<,No Violation
OH0802012,4.82675,9.937,35.32,<,<,No Violation
OH0900303,6.418775,10.441675,30.58675,<,<,No Violation
OH0900715,5.06175,10.96175,30.46,<,<,No Violation
OH0901712,3.853,8.478,21.988,<,<,No Violation
OH0902012,9.34375,11.512,28.773125,<,<,No Violation
OH0902312,3.93,8.915,0.0,<,<,No Violation
OH0903012,1.52225,2.81075,14.242,<,<,No Violation
OH0903912,5.209675,11.604375,10.585,<,<,No Violation
OH0904012,1.1,1.1,0.0,<,<,No Violation
OH1000012,3.626225,5.936875,10.143,<,<,No Violation
OH1101212,4.38175,6.55375,8.645,<,<,No Violation
OH1203312,12.896,19.37,34.08,<,<,No Violation
OH1204412,7.356375,12.350525,43.786,<,<,No Violation
OH1300812,3.948,11.813,49.63,<,<,No Violation
OH1301312,8.14,15.91,37.475,<,<,No Violation
OH1302212,40.4035,47.074875,83.79625,<,>=,Violation
OH1400203,6.67225,12.3395,31.465,<,<,No Violation
OH1401211,22.5043875,27.94095,53.5425,<,<,No Violation
OH1500811,27.94975,38.50475,56.88125,<,<,No Violation
OH1502011,44.770675,53.158075,73.78375,<,<,No Violation
OH1502911,28.406625,38.463875,57.1825,<,<,No Violation
OH1600012,3.93025,7.59725,15.675,<,<,No Violation
OH1700011,11.0425,17.449875,51.6725,<,<,No Violation
OH1700211,23.103,29.7726625,58.8775,<,<,No Violation
OH1800003,15.6305,23.7441666666667,26.3925,<,<,No Violation
OH1800111,16.995125,26.97825,82.183625,<,>=,Violation
OH1801003,15.894375,23.91,38.8225,<,<,No Violation
OH1801212,16.3014375,24.4197375,39.28125,<,<,No Violation
OH1900714,10.741975,15.470475,50.9975,<,<,No Violation
OH2000111,26.06475,35.028125,90.88875,<,>=,Violation
OH2001303,37.135,48.854,44.60375,<,<,No Violation
OH2100311,7.481,9.654,17.1575,<,<,No Violation
OH2101412,48.01775,58.333875,67.8025,<,<,No Violation
OH2200603,26.9477875,36.7301875,64.60375,<,<,No Violation
OH2201411,30.784575,42.31516875,66.035,<,<,No Violation
OH2201511,24.622,34.573,65.25125,<,<,No Violation
OH2301012,6.12925,12.02725,30.895,<,<,No Violation
OH2301512,2.866275,4.3495,16.815,<,<,No Violation
OH2301912,21.45675,31.50425,65.5,<,<,No Violation
OH2400714,7.3975,12.5897875,31.33375,<,<,No Violation
OH2500103,22.1405375,27.3670625,41.72,<,<,No Violation
OH2501303,35.186,41.315,37.23875,<,<,No Violation
OH2501512,10.6765,20.592675,60.93,<,<,No Violation
OH2503203,27.32525,34.06225,41.84625,<,<,No Violation
OH2503411,28.46795,39.784775,43.37725,<,<,No Violation
OH2504412,25.964,32.26525,45.28125,<,<,No Violation
OH2600011,43.22285,56.5979625,77.33625,<,<,No Violation
OH2700012,5.11615,8.707075,19.39,<,<,No Violation
OH2900612,5.93325,10.475,27.58,<,<,No Violation
OH2902012,3.3655,8.07075,22.621,<,<,No Violation
OH2902812,7.404975,13.897875,37.7895,<,<,No Violation
OH2903312,3.817,8.674,14.393,<,<,No Violation
OH2903412,3.1165,5.35325,28.5,<,<,No Violation
OH2903512,9.70525,17.8395,50.752375,<,<,No Violation
OH3000111,41.5607625,50.937,70.01125,<,<,No Violation
OH3101112,6.875,13.435,30.32,<,<,No Violation
OH3101703,7.13075,14.356875,47.75,<,<,No Violation
OH3102612,7.563625,14.99275,58.025,<,<,No Violation
OH3200111,21.338625,28.59325,66.0575,<,<,No Violation
OH3600514,5.93625,10.66575,20.585,<,<,No Violation
OH3901111,38.955825,49.216025,49.6875,<,<,No Violation
OH3902403,44.0685,57.53325,52.88125,<,<,No Violation
OH4000111,32.19061875,36.03099375,60.32875,<,<,No Violation
OH4002012,1.6275,5.11175,12.51,<,<,No Violation
OH4101103,29.4844375,45.5642125,73.04875,<,<,No Violation
OH4102411,41.84825,61.298375,60.6,<,<,No Violation
OH4200812,0.0,0.0,0.0,<,<,No Violation
OH4301511,35.3845,48.553625,54.04,<,<,No Violation
OH4301611,30.3006375,41.0483125,48.8125,<,<,No Violation
OH4302411,24.265,34.885,54.46625,<,<,No Violation
OH4302911,28.41125,39.405,59.02875,<,<,No Violation
OH4400711,38.44975,51.852125,58.5325,<,<,No Violation
OH4401612,26.8701375,40.76485,54.80125,<,<,No Violation
OH4502314,32.068375,38.5775,44.91125,<,<,No Violation
OH4505412,7.95625,16.37575,31.03,<,<,No Violation
OH4600112,5.143525,10.085,30.5,<,<,No Violation
OH4700003,26.388625,34.545,54.93125,<,<,No Violation
OH4700203,14.6865,25.8275,42.11625,<,<,No Violation
OH4700311,17.8382875,24.1407125,39.6225,<,<,No Violation
OH4700411,22.366875,31.79625,43.28625,<,<,No Violation
OH4700711,23.4445,30.298125,58.8675,<,<,No Violation
OH4700803,15.265625,24.592625,40.02875,<,<,No Violation
OH4701803,37.076875,47.125,61.54875,<,<,No Violation
OH4800603,13.736125,19.547125,42.9475,<,<,No Violation
OH4800911,15.5801375,21.79765,45.9,<,<,No Violation
OH4801303,12.055125,17.83625,58.58,<,<,No Violation
OH4801411,13.2354,21.011,54.11375,<,<,No Violation
OH4940512,0.0,0.0,3.1,<,<,No Violation
OH5001611,23.0551875,28.2225875,41.09,<,<,No Violation
OH5001911,22.2676875,34.2500125,34.76875,<,<,No Violation
OH5002303,29.264375,33.619625,57.325,<,<,No Violation
OH5100414,22.86425,27.352,37.17125,<,<,No Violation
OH5200514,27.9455,40.1665,48.41,<,<,No Violation
OH5201712,2.965,6.1735,28.16,<,<,No Violation
OH5201903,28.527875,39.254875,53.60125,<,<,No Violation
OH5260712,12.8692,18.2734,44.0,<,<,No Violation
OH5300612,2.657325,5.205225,25.415,<,<,No Violation
OH5400011,12.60505,18.2656875,33.964375,<,<,No Violation
OH5501211,16.3243333333333,22.7471666666667,44.6135,<,<,No Violation
OH5501612,4.53855,9.31125,18.645,<,<,No Violation
OH5553612,4.09683333333333,6.06466666666667,51.914,<,<,No Violation
OH5700812,6.838,12.74875,34.83575,<,<,No Violation
OH5701212,3.64175,8.5475,19.5335,<,<,No Violation
OH5701315,11.88975,17.978375,33.74875,<,<,No Violation
OH5701503,5.8665,13.001875,34.6325,<,<,No Violation
OH5702812,1.9615,4.285,16.8635,<,<,No Violation
OH5703512,7.25715,12.842275,30.9512875,<,<,No Violation
OH5703612,8.29,15.445,30.4985,<,<,No Violation
OH5900112,7.7629,12.539825,37.18,<,<,No Violation
OH6000412,24.8088,41.270975,51.55875,<,<,No Violation
OH6002112,8.858975,17.5728,43.505,<,<,No Violation
OH6002712,13.3657,22.9028,53.9525,<,<,No Violation
OH6205011,26.689,38.195125,48.8725,<,<,No Violation
OH6500412,5.6925,11.149,27.06,<,<,No Violation
OH6500812,3.0035,6.277475,15.085,<,<,No Violation
OH6600912,6.9308,11.565325,26.96825,<,<,No Violation
OH6602412,19.310625,32.981275,59.525,<,<,No Violation
OH6701812,10.48,17.0725,57.33,<,<,No Violation
OH6703211,53.712375,62.853375,54.21125,<,<,No Violation
OH6705003,10.37075,21.9265,67.4975,<,<,No Violation
OH6789112,30.447,46.092375,46.5325,<,<,No Violation
OH7002914,50.7855,59.208,69.165,<,<,No Violation
OH7003512,2.3262,3.373825,25.18,<,<,No Violation
OH7100112,4.259,7.7645,26.735,<,<,No Violation
OH7101212,6.5401,12.9457,21.79,<,<,No Violation
OH7101412,6.944175,13.502875,21.74,<,<,No Violation
OH7200311,20.59425,29.23175,69.555,<,<,No Violation
OH7300003,7.2825,12.6099,35.265,<,<,No Violation
OH7300111,34.939625,42.191125,50.5725,<,<,No Violation
OH7300212,8.001675,13.4459,26.085,<,<,No Violation
OH7300303,8.152275,13.773775,5.695,<,<,No Violation
OH7400411,18.9336625,24.2141,52.87,<,<,No Violation
OH7400614,41.060375,50.085,53.0925,<,<,No Violation
OH7500212,7.04225,12.1735,13.5415,<,<,No Violation
OH7501214,10.2427875,15.29055,69.32,<,<,No Violation
OH7541912,7.482,16.583275,55.92675,<,<,No Violation
OH7600011,31.61075,43.236,61.2,<,<,No Violation
OH7604312,5.8865,9.5035,64.08,<,<,No Violation
OH7604512,4.1221,8.31145,25.295,<,<,No Violation
OH7608112,8.55175,17.863,32.17875,<,<,No Violation
OH7673312,2.8635,3.759,8.9,<,<,No Violation
OH7700011,59.73375,72.02325,78.10875,<,<,No Violation
OH7700411,39.0715,51.33,71.35125,<,<,No Violation
OH7701012,20.034175,34.051725,65.276,<,<,No Violation
OH7704503,39.3525,52.211875,66.37125,<,<,No Violation
OH7704703,55.799375,68.08125,64.145,<,<,No Violation
OH7801103,30.2875,33.52475,55.53125,<,<,No Violation
OH7802003,26.87975,29.6974125,52.70125,<,<,No Violation
OH7802403,37.6955,41.80925,67.0575,<,<,No Violation
OH7803811,32.247625,36.979,69.0625,<,<,No Violation
OH7900412,3.145775,5.666675,10.905,<,<,No Violation
OH7900812,2.32125,3.8445,9.878,<,<,No Violation
OH8000314,15.5585,25.126125,53.91375,<,<,No Violation
OH8100611,29.396125,37.75275,60.595,<,<,No Violation
OH8300412,6.93375,12.07625,44.3445,<,<,No Violation
OH8300512,13.729825,22.92935,37.095,<,<,No Violation
OH8301412,7.762,15.18,39.76,<,<,No Violation
OH8301512,6.549175,12.335325,25.312,<,<,No Violation
OH8301603,7.99,14.042,25.5145,<,<,No Violation
OH8304112,11.01125,16.620625,51.847625,<,<,No Violation
OH8304203,7.63425,12.5095,43.24325,<,<,No Violation
OH8400212,0.81715,1.1131,2.09,<,<,No Violation
OH8400412,9.642075,16.411,43.09,<,<,No Violation
